Story;Output Case;P;M2;M3
Story01;SLS_1;-27395,7057;16818,3093;-2981,9797
Story01;SLS_1;-29557,3626;29272,0254;-6279,0748
Story01;SLS_2;-27352,4383;17024,2406;-3492,3978
Story01;SLS_2;-29514,0952;29715,756;-6240,6748
Story01;SLS_2;-28078,9611;8118,5208;-8189,297
Story01;SLS_2;-30240,618;15904,309;-14489,9208
Story01;SLS_3;-26669,1829;25724,0292;1714,9195
Story01;SLS_3;-28830,8398;43083,4724;1970,1711
Story01;SLS_3;-27395,7057;16818,3093;-2981,9797
Story01;SLS_3;-29557,3626;29272,0254;-6279,0748
Story01;SLS_4;-27352,4383;17024,2406;-3492,3978
Story01;SLS_4;-29514,0952;29715,756;-6240,6748
Story01;SLS_4;-28078,9611;8118,5208;-8189,297
Story01;SLS_4;-30240,618;15904,309;-14489,9208
